#      WAVE        LUMINOSITY
       4610.0633       2.3005311
       4611.1249       2.2786293
       4612.1868       2.2441831
       4613.2489       2.2410570
       4614.3113       2.2201765
       4615.3739       2.2308778
       4616.4367       2.2491824
       4617.4998       2.2247993
       4618.5632       2.2093756
       4619.6267       2.2303824
       4620.6906       2.1949372
       4621.7546       2.2273624
       4622.8190       2.2487625
       4623.8835       2.2441813
       4624.9483       2.2703018
       4626.0134       2.2694115
       4627.0787       2.2447546
       4628.1442       2.2231490
       4629.2100       2.2061528
       4630.2761       2.2223786
       4631.3424       2.2245362
       4632.4089       2.2072651
       4633.4757       2.2153006
       4634.5427       2.1931335
       4635.6100       2.1761767
       4636.6775       2.1846073
       4637.7452       2.2044207
       4638.8132       2.1780980
       4639.8815       2.1713732
       4640.9500       2.1873078
       4642.0187       2.1789314
       4643.0877       2.1981887
       4644.1569       2.1898336
       4645.2264       2.1761645
       4646.2961       2.1459098
       4647.3661       2.0959572
       4648.4363       2.1083881
       4649.5068       2.0964137
       4650.5775       2.1190971
       4651.6485       2.1474334
       4652.7197       2.1864977
       4653.7911       2.1797381
       4654.8628       2.1773035
       4655.9348       2.1875367
       4657.0070       2.1622698
       4658.0794       2.2147206
       4659.1521       2.2311534
       4660.2250       2.2462833
       4661.2982       2.2854609
       4662.3716       2.2697818
       4663.4453       2.2268704
       4664.5192       2.1739141
       4665.5934       2.1385139
       4666.6678       2.1295161
       4667.7425       2.1084866
       4668.8174       2.0524238
       4669.8925       2.0488061
       4670.9679       2.1194560
       4672.0436       2.1798157
       4673.1195       2.1838727
       4674.1956       2.1813564
       4675.2720       2.2052463
       4676.3487       2.2238325
       4677.4256       2.2049025
       4678.5027       2.1915912
       4679.5801       2.1999110
       4680.6577       2.1546553
       4681.7356       2.1737110
       4682.8138       2.2015591
       4683.8921       2.2088243
       4684.9708       2.2083462
       4686.0497       2.2276932
       4687.1288       2.2473451
       4688.2082       2.2051755
       4689.2878       2.2170232
       4690.3677       2.2148117
       4691.4478       2.1987202
       4692.5281       2.2002938
       4693.6088       2.1933810
       4694.6896       2.2001566
       4695.7708       2.1957033
       4696.8521       2.2349185
       4697.9337       2.2174598
       4699.0156       2.1363780
       4700.0977       2.1598995
       4701.1801       2.1396332
       4702.2627       2.1181280
       4703.3455       2.1431214
       4704.4287       2.1256100
       4705.5120       2.1512006
       4706.5956       2.1416327
       4707.6795       2.1415231
       4708.7636       2.1500781
       4709.8479       2.1775663
       4710.9326       2.1648479
       4712.0174       2.1821885
       4713.1025       2.1777438
       4714.1879       2.1770872
       4715.2735       2.1975454
       4716.3593       2.2003875
       4717.4454       2.2137643
       4718.5318       2.2528617
       4719.6184       2.2681168
       4720.7053       2.2498544
       4721.7924       2.2662183
       4722.8797       2.3105582
       4723.9673       2.2975312
       4725.0552       2.2532298
       4726.1433       2.2605603
       4727.2317       2.2554324
       4728.3203       2.2065508
       4729.4091       2.1463842
       4730.4983       2.1365071
       4731.5876       2.1537101
       4732.6772       2.1659084
       4733.7671       2.1645490
       4734.8572       2.2019693
       4735.9476       2.1989353
       4737.0382       2.1849783
       4738.1291       2.2176626
       4739.2202       2.1997090
       4740.3116       2.2090916
       4741.4032       2.2020188
       4742.4951       2.1991470
       4743.5872       2.2021743
       4744.6796       2.2250272
       4745.7722       2.2315384
       4746.8651       2.2282894
       4747.9582       2.2622959
       4749.0516       2.2079952
       4750.1452       2.1889015
       4751.2391       2.2270203
       4752.3332       2.2152585
       4753.4276       2.1670766
       4754.5223       2.1561656
       4755.6172       2.1810582
       4756.7123       2.1456358
       4757.8077       2.1636028
       4758.9034       2.1635219
       4759.9993       2.1959902
       4761.0954       2.1606536
       4762.1918       2.1243856
       4763.2885       2.1112061
       4764.3854       2.1094073
       4765.4826       2.0773164
       4766.5800       2.0858618
       4767.6777       2.1071336
       4768.7756       2.1323173
       4769.8738       2.1542402
       4770.9722       2.1743250
       4772.0709       2.1717462
       4773.1698       2.1529552
       4774.2690       2.1894748
       4775.3685       2.2185894
       4776.4682       2.2252785
       4777.5681       2.2293352
       4778.6683       2.2091056
       4779.7688       2.1881245
       4780.8695       2.1907709
       4781.9704       2.1684704
       4783.0716       2.1647246
       4784.1731       2.1719516
       4785.2748       2.1372782
       4786.3768       2.1208479
       4787.4791       2.1092004
       4788.5815       2.1213873
       4789.6843       2.1286445
       4790.7873       2.1481595
       4791.8905       2.1930328
       4792.9940       2.1556181
       4794.0978       2.2176084
       4795.2018       2.2600521
       4796.3060       2.2345846
       4797.4106       2.2084609
       4798.5153       2.1848270
       4799.6204       2.1809126
       4800.7256       2.1745963
       4801.8312       2.1728104
       4802.9370       2.1841295
       4804.0430       2.1952970
       4805.1493       2.1558122
       4806.2559       2.1358147
       4807.3627       2.1394775
       4808.4697       2.1464726
       4809.5770       2.1722701
       4810.6846       2.1611510
       4811.7925       2.1518619
       4812.9005       2.1949857
       4814.0089       2.1777475
       4815.1175       2.1808517
       4816.2263       2.2101859
       4817.3354       2.2177312
       4818.4448       2.2313320
       4819.5544       2.2512624
       4820.6643       2.2157284
       4821.7744       2.1818686
       4822.8848       2.1445715
       4823.9954       2.1246087
       4825.1063       2.1099165
       4826.2175       2.1078152
       4827.3289       2.1299288
       4828.4405       2.1313945
       4829.5524       2.1430755
       4830.6646       2.1269995
       4831.7770       2.1277729
       4832.8897       2.1528870
       4834.0027       2.1359190
       4835.1159       2.1089173
       4836.2293       2.1450148
       4837.3430       2.1506653
       4838.4570       2.1034490
       4839.5712       2.0875433
       4840.6857       2.0676798
       4841.8005       2.0619261
       4842.9154       2.0460208
       4844.0307       2.0669263
       4845.1462       2.0644515
       4846.2620       2.0276964
       4847.3780       2.0126856
       4848.4943       2.0238094
       4849.6108       1.9970911
       4850.7276       1.9632691
       4851.8446       1.9584305
       4852.9620       1.9523047
       4854.0795       1.9133175
       4855.1973       1.8386368
       4856.3154       1.7879413
       4857.4338       1.7778576
       4858.5524       2.0350429
       4859.6712       2.7373088
       4860.7903       3.4492165
       4861.9097       3.8026409
       4863.0293       3.8672540
       4864.1492       3.4149597
       4865.2693       2.5117204
       4866.3897       1.8904499
       4867.5104       1.7696812
       4868.6313       1.8086812
       4869.7525       1.8162983
       4870.8739       1.8087929
       4871.9956       1.8142961
       4873.1175       1.8221225
       4874.2397       1.8572859
       4875.3622       1.8877328
       4876.4849       1.9363647
       4877.6079       1.9766385
       4878.7312       1.9800180
       4879.8547       2.0074976
       4880.9784       2.0435817
       4882.1024       2.0213262
       4883.2267       1.9963297
       4884.3512       1.9991861
       4885.4760       2.0119990
       4886.6011       2.0028248
       4887.7264       2.0062655
       4888.8520       2.0058531
       4889.9778       2.0192922
       4891.1039       1.9931783
       4892.2302       1.9989036
       4893.3568       2.0510374
       4894.4837       2.1015022
       4895.6108       2.1521979
       4896.7382       2.1693968
       4897.8659       2.1824966
       4898.9938       2.1669692
       4900.1219       2.1457928
       4901.2504       2.1413707
       4902.3790       2.1019044
       4903.5080       2.0907412
       4904.6372       2.1134043
       4905.7667       2.1329162
       4906.8964       2.1630110
       4908.0264       2.1716478
       4909.1566       2.1309670
       4910.2871       2.0746177
       4911.4179       2.0493934
       4912.5489       2.1144759
       4913.6802       2.1245332
       4914.8117       2.1433381
       4915.9435       2.1709882
       4917.0756       2.1307548
       4918.2079       2.0957302
       4919.3405       2.0522378
       4920.4734       1.9634252
       4921.6065       1.9732359
       4922.7399       1.9724604
       4923.8735       1.9832337
       4925.0074       2.0343365
       4926.1415       2.0806689
       4927.2760       2.1253229
       4928.4106       2.1484832
       4929.5456       2.2060286
       4930.6808       2.2146741
       4931.8162       2.1763178
       4932.9520       2.1829149
       4934.0880       2.1149661
       4935.2242       2.0923442
       4936.3607       2.0788710
       4937.4975       2.0847983
       4938.6345       2.0677609
       4939.7718       2.0572248
       4940.9094       2.0993181
       4942.0472       2.1112992
       4943.1853       2.1531292
       4944.3236       2.1728496
       4945.4622       2.1847981
       4946.6011       2.1930076
       4947.7402       2.2001436
       4948.8796       2.2149551
       4950.0192       2.2214749
       4951.1592       2.2258217
       4952.2993       2.2402960
       4953.4398       2.2015621
       4954.5805       2.1771091
       4955.7214       2.1669789
       4956.8627       2.1870346
       4958.0042       2.2269152
       4959.1459       2.2756150
       4960.2879       2.3365506
       4961.4302       2.3783058
       4962.5728       2.3171804
       4963.7156       2.2238904
       4964.8586       2.1745599
       4966.0020       2.1272731
       4967.1456       2.1202716
       4968.2894       2.1488452
       4969.4335       2.1255575
       4970.5779       2.0916784
       4971.7226       2.1372071
       4972.8675       2.1680334
       4974.0127       2.1867708
       4975.1581       2.1832391
       4976.3038       2.1876972
       4977.4498       2.1860514
       4978.5960       2.1493519
       4979.7425       2.1224060
       4980.8893       2.0786248
       4982.0363       2.0469558
       4983.1836       2.0096787
       4984.3311       1.9975874
       4985.4789       2.0175468
       4986.6270       2.0920781
       4987.7754       2.1152537
       4988.9240       2.1131947
       4990.0729       2.1369273
       4991.2220       2.1286822
       4992.3714       2.0984200
       4993.5211       2.1145549
       4994.6710       2.1140556
       4995.8212       2.1224581
       4996.9717       2.1482874
       4998.1224       2.1133500
       4999.2734       2.0830346
       5000.4246       2.0550683
       5001.5762       2.0387997
       5002.7280       2.0474844
       5003.8800       2.1438018
       5005.0323       2.3536997
       5006.1849       2.5408424
       5007.3378       2.6753161
       5008.4909       2.7676491
       5009.6443       2.6593787
       5010.7979       2.3929820
       5011.9518       2.1341604
       5013.1060       2.0296157
       5014.2604       2.0101681
       5015.4151       2.0005915
       5016.5701       2.0036138
       5017.7254       1.9951261
       5018.8809       1.9968048
       5020.0366       1.9972428
       5021.1927       2.0179608
       5022.3490       2.0515483
       5023.5056       2.0448446
       5024.6624       2.0564695
       5025.8195       2.0775012
       5026.9769       2.0733536
       5028.1345       2.0641861
       5029.2924       2.0749224
       5030.4506       2.0912979
       5031.6090       2.1263570
       5032.7677       2.1168089
       5033.9267       2.1108126
       5035.0859       2.1392362
       5036.2454       2.1054046
       5037.4052       2.0985949
       5038.5652       2.0596952
       5039.7255       2.0281605
       5040.8861       2.0135227
       5042.0470       1.9944274
       5043.2081       2.0059560
       5044.3694       2.0725522
       5045.5311       2.1325892
       5046.6930       2.1502905
       5047.8552       2.1492759
       5049.0176       2.1247322
       5050.1803       2.0727242
       5051.3433       2.0295902
       5052.5066       2.0359352
       5053.6701       2.1049757
       5054.8339       2.1046320
       5055.9979       2.0944458
       5057.1622       2.1261767
       5058.3268       2.1671273
       5059.4917       2.1755327
       5060.6568       2.1754932
       5061.8222       2.1808580
       5062.9879       2.1734841
       5064.1538       2.1199550
       5065.3200       2.0838711
       5066.4865       2.0781260
       5067.6532       2.0825684
       5068.8202       2.0864121
       5069.9875       2.0826812
       5071.1550       2.1082353
       5072.3228       2.0932431
       5073.4909       2.1088247
       5074.6593       2.1098109
       5075.8279       2.0889997
       5076.9968       2.0819940
       5078.1659       2.0729169
       5079.3353       2.0427356
       5080.5050       2.0187463
       5081.6750       2.0049356
       5082.8452       2.0012681
       5084.0157       2.0380363
       5085.1865       2.0641834
       5086.3576       2.0721289
       5087.5289       2.0904489
       5088.7004       2.1092937
       5089.8723       2.1438960
       5091.0444       2.1263911
       5092.2168       2.1342014
       5093.3895       2.1671521
       5094.5624       2.1433939
       5095.7356       2.1527773
       5096.9091       2.1239872
       5098.0828       2.0503268
       5099.2568       2.0479554
       5100.4311       2.0681898
       5101.6057       2.0717378
       5102.7805       2.0771128
       5103.9556       2.0960384
       5105.1310       2.1036386
       5106.3066       2.1002877
       5107.4825       2.0819996
       5108.6587       2.0540011
       5109.8351       2.0469192
       5111.0118       2.0668343
       5112.1888       2.0831672
       5113.3661       2.1056150
       5114.5436       2.1135232
       5115.7214       2.1172966
       5116.8995       2.1414614
       5118.0778       2.1638034
       5119.2565       2.1613526
       5120.4353       2.1655879
       5121.6145       2.0969426
       5122.7939       2.0728137
       5123.9736       2.0605921
       5125.1536       2.0217157
       5126.3339       1.9878910
       5127.5144       1.9916846
       5128.6952       2.0153362
       5129.8762       2.0179954
       5131.0576       2.0356499
       5132.2392       2.0404377
       5133.4210       2.0380573
       5134.6032       2.0928964
       5135.7856       2.0989616
       5136.9683       2.1113316
       5138.1513       2.0816662
       5139.3345       2.0399465
       5140.5180       2.0447327
       5141.7018       2.0086685
       5142.8859       2.0409849
       5144.0702       2.0554004
       5145.2548       2.0335924
       5146.4397       2.0479439
       5147.6248       2.0362429
       5148.8102       2.0119474
       5149.9959       2.0329542
       5151.1819       2.0287993
       5152.3681       2.0217880
       5153.5547       2.0415086
       5154.7414       2.0145072
       5155.9285       2.0613241
       5157.1158       2.0983993
       5158.3034       2.1074724
       5159.4913       2.1332284
       5160.6795       2.1332595
       5161.8679       2.1098886
       5163.0566       2.0819889
       5164.2456       2.0510001
       5165.4348       1.9814715
       5166.6244       1.8840138
       5167.8141       1.8224262
       5169.0042       1.7620295
       5170.1946       1.7754759
       5171.3852       1.7999909
       5172.5761       1.8089041
       5173.7672       1.8108682
       5174.9587       1.8869047
       5176.1504       1.9594622
       5177.3424       2.0045702
       5178.5347       2.0800885
       5179.7272       2.0538756
       5180.9200       2.0085179
       5182.1131       1.9549253
       5183.3065       1.8839902
       5184.5001       1.8485475
       5185.6940       1.8520966
       5186.8882       1.9246398
       5188.0827       1.9948044
       5189.2774       2.0146337
       5190.4724       2.0128392
       5191.6677       2.0004288
       5192.8633       1.9890957
       5194.0591       1.9690599
       5195.2552       1.9752756
       5196.4516       2.0418578
       5197.6483       2.1108830
       5198.8452       2.1763067
       5200.0424       2.2295435
       5201.2399       2.2445121
       5202.4377       2.1874447
       5203.6357       2.1056400
       5204.8340       2.0235190
       5206.0326       1.9843674
       5207.2315       1.9589439
       5208.4307       1.9406569
       5209.6301       1.9534456
       5210.8298       1.9852534
       5212.0298       2.0556743
       5213.2300       2.0773263
       5214.4305       2.0892191
       5215.6313       2.0597634
       5216.8324       2.0522376
       5218.0338       2.0737517
       5219.2354       2.0671814
       5220.4373       2.1003296
       5221.6395       2.1076803
       5222.8420       2.0799653
       5224.0447       2.0682519
       5225.2477       2.0210249
       5226.4510       1.9567364
       5227.6546       1.9286065
       5228.8585       1.9661830
       5230.0626       2.0369134
       5231.2670       2.0660251
       5232.4717       2.0759152
       5233.6766       2.0781573
       5234.8819       2.0623286
       5236.0874       2.0713300
       5237.2932       2.0672719
       5238.4993       2.1104520
       5239.7056       2.1569367
       5240.9122       2.1546556
       5242.1191       2.1540652
       5243.3263       2.1797017
       5244.5338       2.1650644
       5245.7415       2.1124703
       5246.9495       2.0845677
       5248.1578       2.0721781
       5249.3664       2.0441221
       5250.5752       2.0289594
       5251.7844       2.0638099
       5252.9938       2.0657800
       5254.2035       2.0478007
       5255.4134       2.0679101
       5256.6237       2.1011056
       5257.8342       2.1077996
       5259.0450       2.1219906
       5260.2561       2.1403982
       5261.4674       2.0977085
       5262.6791       2.0460418
       5263.8910       1.9809404
       5265.1032       1.8983289
       5266.3157       1.8753843
       5267.5284       1.9073107
       5268.7414       1.8955447
       5269.9548       1.8834341
       5271.1683       1.9287207
       5272.3822       1.9344615
       5273.5964       1.9645553
       5274.8108       2.0169088
       5276.0255       2.0359812
       5277.2405       2.0615241
       5278.4558       2.1000375
       5279.6713       2.1097190
       5280.8871       2.1140914
       5282.1033       2.0869811
       5283.3196       2.0455547
       5284.5363       2.0756822
       5285.7533       2.0972941
       5286.9705       2.1336100
       5288.1880       2.1673370
       5289.4058       2.2066991
       5290.6239       2.2214516
       5291.8422       2.1963632
       5293.0608       2.2094313
       5294.2798       2.1799761
       5295.4990       2.1331024
       5296.7184       2.0887394
       5297.9382       2.0405371
       5299.1582       2.0685158
       5300.3785       2.0492315
       5301.5991       2.0788318
       5302.8200       2.1281148
       5304.0412       2.1769166
       5305.2626       2.1885361
       5306.4843       2.1913407
       5307.7063       2.1993051
       5308.9286       2.2033857
       5310.1512       2.2112025
       5311.3740       2.2568554
       5312.5972       2.1670136
       5313.8206       2.0822759
       5315.0443       2.1455124
       5316.2682       2.1579648
       5317.4925       2.1478744
       5318.7170       2.1664117
       5319.9419       2.1660127
       5321.1670       2.1633101
       5322.3924       2.1679460
       5323.6180       2.1467963
       5324.8440       2.1137079
       5326.0702       2.0578300
       5327.2967       2.0213727
       5328.5235       1.9890588
       5329.7506       1.9811787
       5330.9780       2.0272552
       5332.2056       2.0928152
       5333.4335       2.1204506
       5334.6617       2.1569242
       5335.8902       2.1803888
       5337.1190       2.1580488
       5338.3481       2.1287847
       5339.5774       2.1071487
       5340.8070       2.1117677
       5342.0369       2.1183941
       5343.2671       2.1025747
       5344.4976       2.1037618
       5345.7284       2.1392398
       5346.9594       2.1675818
       5348.1907       2.1171360
       5349.4223       2.1231423
       5350.6542       2.1511603
       5351.8864       2.1727524
       5353.1189       2.1869749
       5354.3516       2.2096485
       5355.5846       2.2371345
       5356.8179       2.2542854
       5358.0515       2.2417531
       5359.2854       2.2633835
       5360.5196       2.2456688
       5361.7540       2.2286832
       5362.9888       2.1939107
       5364.2238       2.1622015
       5365.4591       2.1377056
       5366.6947       2.1297193
       5367.9305       2.1218484
       5369.1667       2.0994315
       5370.4031       2.0815460
       5371.6398       2.0610295
       5372.8769       2.0727464
       5374.1141       2.1361115
       5375.3517       2.1704088
       5376.5896       2.1817950
       5377.8277       2.2017734
       5379.0662       2.1972107
       5380.3049       2.1758740
       5381.5439       2.1771688
       5382.7832       2.1565356
       5384.0228       2.1484085
       5385.2626       2.1638306
       5386.5028       2.1632423
       5387.7432       2.1674305
       5388.9839       2.1787260
       5390.2249       2.1447007
       5391.4662       2.1392952
       5392.7078       2.1002534
       5393.9496       2.0980067
       5395.1918       2.0999729
       5396.4342       2.0654234
       5397.6769       2.0571268
       5398.9199       2.0799471
       5400.1632       2.0818127
       5401.4068       2.1086151
       5402.6507       2.1144566
       5403.8948       2.0476796
       5405.1392       2.0340296
       5406.3840       2.0154749
       5407.6290       2.0138246
       5408.8743       2.0270004
       5410.1199       2.0449689
       5411.3657       2.0715095
       5412.6119       2.1007368
       5413.8583       2.1131572
       5415.1051       2.1430557
       5416.3521       0.0000000
       5417.5994       0.0000000
       5418.8470       0.0000000
       5420.0948       0.0000000
       5421.3430       0.0000000
       5422.5915       0.0000000
       5423.8402       0.0000000
       5425.0892       0.0000000
       5426.3386       0.0000000
       5427.5882       0.0000000
       5428.8381       0.0000000
       5430.0882       0.0000000
       5431.3387       0.0000000
       5432.5895       0.0000000
       5433.8405       0.0000000
       5435.0918       2.0996230
       5436.3435       2.1036422
       5437.5954       2.1308911
       5438.8476       2.2003286
       5440.1000       2.2121696
       5441.3528       2.2251833
       5442.6059       2.2609999
       5443.8592       2.2106062
       5445.1129       2.1756467
       5446.3668       2.1407755
       5447.6210       2.0921656
       5448.8755       2.1040364
       5450.1303       2.1185394
       5451.3854       2.1151133
       5452.6408       2.1530014
       5453.8964       2.1435150
       5455.1524       2.0909856
       5456.4086       2.0842563
       5457.6652       2.1100806
       5458.9220       2.1438380
       5460.1791       2.1671277
       5461.4365       2.1656883
       5462.6942       2.1317391
       5463.9521       2.1094469
       5465.2104       2.1129427
       5466.4690       2.1302520
       5467.7278       2.1491259
       5468.9869       2.1537481
       5470.2464       2.1295516
       5471.5061       2.1479878
       5472.7661       2.1545841
       5474.0264       2.1037330
       5475.2870       2.0950238
       5476.5478       2.0727867
       5477.8090       2.0532413
       5479.0705       2.0634969
       5480.3322       2.0838894
       5481.5943       2.1248283
       5482.8566       2.1155656
       5484.1192       2.1194050
       5485.3821       2.1487691
       5486.6453       2.1388466
       5487.9088       2.1553305
       5489.1726       2.1448703
       5490.4367       2.1456327
       5491.7010       2.1354476
       5492.9657       2.1245851
       5494.2306       2.1364425
       5495.4959       2.1547419
       5496.7614       2.1356113
       5498.0272       2.1707378
       5499.2933       2.1566482
       5500.5597       2.1312394
       5501.8264       2.1429400
       5503.0934       2.1118255
       5504.3607       2.1056064
       5505.6283       2.0845693
       5506.8961       2.1088656
       5508.1643       2.1285249
       5509.4328       2.1235723
       5510.7015       2.1172291
       5511.9705       2.1048213
       5513.2398       2.0928728
       5514.5095       2.1073676
       5515.7794       2.1067783
       5517.0496       2.1191356
       5518.3201       2.1524719
       5519.5909       2.1795008
       5520.8619       2.1976732
       5522.1333       2.1742690
       5523.4050       2.1814328
       5524.6769       2.1693875
       5525.9492       2.1397697
       5527.2217       2.1102094
       5528.4946       2.0572613
       5529.7677       2.0728120
       5531.0411       2.1204488
       5532.3148       2.1379063
       5533.5888       2.1482158
       5534.8631       2.1358120
       5536.1377       2.1457136
       5537.4126       2.1503507
       5538.6878       2.1241946
       5539.9633       2.1846702
       5541.2391       2.2016986
       5542.5151       2.2015696
       5543.7915       2.1847274
       5545.0681       2.1622628
       5546.3451       2.1800535
       5547.6223       2.1556025
       5548.8999       2.1649667
       5550.1777       2.1998039
       5551.4558       2.2267913
       5552.7342       2.2237500
       5554.0129       2.1909260
       5555.2919       2.1664869
       5556.5712       2.1382181
       5557.8508       2.1650947
       5559.1307       2.1773588
       5560.4109       2.1523765
       5561.6914       2.1492501
       5562.9722       2.1627289
       5564.2532       2.1547894
       5565.5346       2.1154367
       5566.8163       2.1346515
       5568.0982       2.1395208
       5569.3805       2.1208346
       5570.6630       2.1105252
       5571.9458       2.1225438
       5573.2290       2.1278358
       5574.5124       2.1592636
       5575.7961       2.1773649
       5577.0802       2.1546804
       5578.3645       2.1735268
       5579.6491       2.1628563
       5580.9340       2.1789257
       5582.2192       2.1820262
       5583.5047       2.1641146
       5584.7905       2.1568633
       5586.0766       2.1268577
       5587.3630       2.0736780
       5588.6497       2.0407920
       5589.9367       2.0627305
       5591.2239       2.0635439
       5592.5115       2.0731618
       5593.7994       2.1251369
       5595.0875       2.1120675
       5596.3760       2.0870124
       5597.6648       2.1358600
       5598.9538       2.1234673
       5600.2432       2.0682165
       5601.5328       2.0823385
       5602.8228       2.0779196
       5604.1130       2.0945122
       5605.4036       2.1227194
       5606.6944       2.1633443
       5607.9856       2.2066878
       5609.2770       2.2187581
       5610.5687       2.1987326
       5611.8608       2.1910770
       5613.1531       2.2075371
       5614.4457       2.1616564
       5615.7386       2.1286157
       5617.0319       2.1027118
       5618.3254       2.0856298
       5619.6192       2.1168908
       5620.9133       2.1332005
       5622.2077       2.1206700
       5623.5024       2.1093301
       5624.7974       2.1142787
       5626.0927       2.1280932
       5627.3883       2.1291131
       5628.6842       2.1559945
       5629.9804       2.1641378
       5631.2769       2.1759090
       5632.5737       2.2086305
       5633.8708       2.1891722
       5635.1682       2.1558962
       5636.4659       2.1558836
       5637.7639       2.1551007
       5639.0622       2.1196796
       5640.3608       2.0966970
       5641.6597       2.1144606
       5642.9589       2.1334188
       5644.2584       2.1127030
       5645.5582       2.1393470
       5646.8583       2.1579678
       5648.1586       2.1566041
       5649.4593       2.1770089
       5650.7603       2.1627028
       5652.0616       2.1452461
       5653.3632       2.1536273
       5654.6651       2.1725686
       5655.9673       2.1392297
       5657.2697       2.1049573
       5658.5725       2.1015363
       5659.8756       2.0669714
       5661.1790       2.0778796
       5662.4827       2.0972957
       5663.7867       2.0936816
       5665.0909       2.0974615
       5666.3955       2.0925416
       5667.7004       2.1101752
       5669.0056       2.1383334
       5670.3111       2.1368915
       5671.6169       2.1379703
       5672.9230       2.1798093
       5674.2294       2.1976866
       5675.5360       2.2204925
       5676.8430       2.1776051
       5678.1503       2.1412146
       5679.4579       2.1892700
       5680.7658       2.1615035
       5682.0740       2.1658609
       5683.3825       2.1542886
       5684.6913       2.1367007
       5686.0004       2.1575207
       5687.3098       2.1054316
       5688.6195       2.1114125
       5689.9295       2.1444851
       5691.2398       2.1481163
       5692.5504       2.1936483
       5693.8613       2.1676100
       5695.1725       2.1749297
       5696.4841       2.1907818
       5697.7959       2.1696289
       5699.1080       2.1702828
       5700.4204       2.1536134
       5701.7331       2.1284632
       5703.0462       2.1000835
       5704.3595       2.0892422
       5705.6731       2.0672368
       5706.9870       2.0589150
       5708.3013       2.0692813
       5709.6158       2.0961410
       5710.9307       2.0575831
       5712.2458       2.0695246
       5713.5612       2.1084120
       5714.8770       2.1098950
       5716.1930       2.1687572
       5717.5094       2.1900213
       5718.8260       2.1840791
       5720.1430       2.2131261
       5721.4603       2.2042441
       5722.7778       2.1892011
       5724.0957       2.2077588
       5725.4139       2.1819308
       5726.7324       2.2146076
       5728.0511       2.3319570
       5729.3702       2.2630246
       5730.6896       1.8711262
       5732.0093       1.9094360
       5733.3293       2.3205841
       5734.6496       2.3328605
       5735.9702       2.1136892
       5737.2911       1.9939873
       5738.6123       2.1987402
       5739.9338       2.2266027
       5741.2557       2.1570428
       5742.5778       2.1801996
       5743.9002       2.1846858
       5745.2229       2.1612430
       5746.5460       2.2006747
       5747.8693       2.1975960
       5749.1930       2.1592255
       5750.5169       2.1566649
       5751.8412       2.1521051
       5753.1658       2.1380679
       5754.4906       2.1517973
       5755.8158       2.2117763
       5757.1413       2.1984674
       5758.4671       2.1563994
       5759.7931       2.1764491
       5761.1195       2.1724331
       5762.4462       2.1214025
       5763.7732       2.1076761
       5765.1006       2.1485696
       5766.4282       2.1843521
       5767.7561       2.1795694
       5769.0843       2.1782242
       5770.4129       2.1549150
       5771.7417       2.1704799
       5773.0708       2.1828109
       5774.4003       2.1738877
       5775.7300       2.1748616
       5777.0601       2.1846378
       5778.3905       2.1638574
       5779.7212       2.1125756
       5781.0521       2.0587994
       5782.3834       2.0083893
       5783.7150       2.0181158
       5785.0469       2.0522199
       5786.3791       2.0860152
       5787.7117       2.1013257
       5789.0445       2.1388844
       5790.3776       2.1466233
       5791.7110       2.1610758
       5793.0448       2.1872276
       5794.3788       2.1996368
       5795.7132       2.1424725
       5797.0479       2.1398425
       5798.3828       2.1469757
       5799.7181       2.1376303
       5801.0537       2.1601719
       5802.3896       2.1874897
       5803.7258       2.1993094
       5805.0623       2.1728548
       5806.3991       2.1498852
       5807.7363       2.1315916
       5809.0737       2.1447288
       5810.4114       2.1808954
       5811.7495       2.1823861
       5813.0879       2.1447312
       5814.4265       2.1491210
       5815.7655       2.1827150
       5817.1048       2.1583055
       5818.4444       2.1759366
       5819.7843       2.2169179
       5821.1245       2.1930540
       5822.4650       2.1740082
       5823.8058       2.1832369
       5825.1470       2.2190985
       5826.4884       2.2114877
       5827.8302       2.1950420
       5829.1722       2.1631229
       5830.5146       2.2067137
       5831.8573       2.1880867
       5833.2003       2.1843889
       5834.5436       2.2206860
       5835.8872       2.2019185
       5837.2311       2.1539152
       5838.5753       2.1789954
       5839.9198       2.2074981
       5841.2647       2.2028237
       5842.6099       2.2059851
       5843.9553       2.1709259
       5845.3011       2.1677455
       5846.6472       2.1416228
       5847.9936       2.1411818
       5849.3403       2.1563776
       5850.6873       2.1541548
       5852.0346       2.1425764
       5853.3823       2.1087234
       5854.7302       2.0752804
       5856.0785       2.0649798
       5857.4270       2.0582650
       5858.7759       2.0727526
       5860.1251       2.0870575
       5861.4746       2.0703008
       5862.8244       2.0792976
       5864.1745       2.0875914
       5865.5250       2.1046944
       5866.8757       2.1338598
       5868.2267       2.1237383
       5869.5781       2.1259002
       5870.9298       2.1639846
       5872.2818       2.1660034
       5873.6341       2.2280613
       5874.9867       2.2931711
       5876.3396       2.3492830
       5877.6928       2.3708235
       5879.0464       2.3028808
       5880.4002       2.1999027
       5881.7544       2.1260490
       5883.1089       2.1026708
       5884.4637       2.1157619
       5885.8188       2.1136892
       5887.1742       2.0518041
       5888.5299       1.9615915
       5889.8860       1.8274555
       5891.2423       1.7506519
       5892.5990       1.8077141
       5893.9560       1.8478356
       5895.3133       1.8586523
       5896.6709       1.8224242
       5898.0288       1.8652903
       5899.3870       1.9510344
       5900.7455       2.0065106
       5902.1044       2.0960291
       5903.4636       2.1225014
